regionSeg1,productSeg2,regionSeg2,productSeg3,yearweek,,qty_mean,ma,MA2
A01,PG04,SALESID0001,ITEM0347,201551,0,1.0,2.2666666666665916,1.0
A01,PG04,SALESID0001,ITEM0347,201552,0,2.75,2.3611111111110357,2.75
A01,PG04,SALESID0001,ITEM0347,201553,0,1.75,2.454444444444369,1.75
A01,PG04,SALESID0001,ITEM0347,201601,0,1.75,2.387777777777702,1.75
A01,PG04,SALESID0001,ITEM0347,201602,0,2.25,2.289999999999925,2.25
A01,PG04,SALESID0001,ITEM0347,201603,0,2.0,2.089999999999925,2.0
A01,PG04,SALESID0001,ITEM0347,201604,0,2.6,2.0122222222221473,2.6
A01,PG04,SALESID0001,ITEM0347,201605,0,1.4,2.0788888888888137,1.4
A01,PG04,SALESID0001,ITEM0347,201606,0,2.75,2.1055555555554806,2.75
A01,PG04,SALESID0001,ITEM0347,201607,0,2.8,2.0444444444443692,2.8
A01,PG04,SALESID0001,ITEM0347,201608,0,2.0,2.011111111111036,2.0
A01,PG04,SALESID0001,ITEM0347,201609,0,2.2,2.1344444444443695,2.2
A01,PG04,SALESID0001,ITEM0347,201610,0,1.6,2.0844444444443697,1.6
A01,PG04,SALESID0001,ITEM0347,201611,0,2.3333333333333335,2.051111111111036,2.3333333333333335
A01,PG04,SALESID0001,ITEM0347,201612,0,2.0,2.011111111111036,2.0
A01,PG04,SALESID0001,ITEM0347,201613,0,1.4,2.051111111111036,1.4
A01,PG04,SALESID0001,ITEM0347,201614,0,1.8333333333333333,1.9877777777777026,1.8333333333333333
A01,PG04,SALESID0001,ITEM0347,201615,0,1.25,1.921111111111036,1.25
A01,PG04,SALESID0001,ITEM0347,201616,0,3.6,1.881111111111036,3.6
A01,PG04,SALESID0001,ITEM0347,201617,0,1.5,1.801111111111036,1.5
A01,PG04,SALESID0001,ITEM0347,201618,0,1.5,1.7944444444443692,1.5
A01,PG04,SALESID0001,ITEM0347,201619,0,2.0,1.7388888888888137,2.0
A01,PG04,SALESID0001,ITEM0347,201620,0,2.0,1.6988888888888136,2.0
A01,PG04,SALESID0001,ITEM0347,201621,0,1.8,1.6944444444443691,1.8
A01,PG04,SALESID0001,ITEM0347,201622,0,1.8,1.661111111111036,1.8
A01,PG04,SALESID0001,ITEM0347,201623,0,1.4,1.6711111111110357,1.4
A01,PG04,SALESID0001,ITEM0347,201624,0,1.0,1.5377777777777024,1.0
A01,PG04,SALESID0001,ITEM0347,201625,0,1.5,1.5711111111110359,1.5
A01,PG04,SALESID0001,ITEM0347,201626,0,1.5,1.6211111111110357,1.5
A01,PG04,SALESID0001,ITEM0347,201627,0,1.4,1.6211111111110357,1.4
A01,PG04,SALESID0001,ITEM0348,201618,0,1.3333333333333333,1.6544444444443691,1.3333333333333333
A01,PG04,SALESID0001,ITEM0348,201619,0,1.3333333333333333,1.8011111111110358,1.3333333333333333
A01,PG04,SALESID0001,ITEM0348,201620,0,1.4,1.7477777777777024,1.4
A01,PG04,SALESID0001,ITEM0348,201621,0,1.6,2.1211111111110355,1.6
A01,PG04,SALESID0001,ITEM0348,201622,0,2.0,2.476666666666591,2.0
A01,PG04,SALESID0001,ITEM0348,201623,0,2.25,2.5599999999999246,2.25
A01,PG04,SALESID0001,ITEM0348,201625,0,2.0,2.9133333333332576,2.0
A01,PG04,SALESID0001,ITEM0348,201626,0,2.5,3.353333333333258,2.5
A01,PG04,SALESID0001,ITEM0348,201627,0,4.0,3.797777777777702,4.0
A01,PG04,SALESID0001,ITEM0349,201405,0,1.0,4.519999999999925,1.0
A01,PG04,SALESID0001,ITEM0349,201406,0,7.0,5.482222222222147,7.0
A01,PG04,SALESID0001,ITEM0349,201407,0,6.333333333333333,6.7644444444443685,6.333333333333333
A01,PG04,SALESID0001,ITEM0349,201408,0,2.75,7.373968253968178,2.75
A01,PG04,SALESID0001,ITEM0349,201409,0,6.8,8.423968253968178,6.8
A01,PG04,SALESID0001,ITEM0349,201410,0,8.0,9.433492063491988,8.0
A01,PG04,SALESID0001,ITEM0349,201411,0,8.0,10.438253968253893,8.0
A01,PG04,SALESID0001,ITEM0349,201412,0,12.166666666666666,10.752539682539608,12.166666666666666
A01,PG04,SALESID0001,ITEM0349,201413,0,15.833333333333334,11.419206349206274,15.833333333333334
A01,PG04,SALESID0001,ITEM0349,201414,0,20.833333333333332,12.219206349206274,20.833333333333332
A01,PG04,SALESID0001,ITEM0349,201415,0,11.142857142857142,13.539841269841194,11.142857142857142
A01,PG04,SALESID0001,ITEM0349,201416,0,18.0,14.013650793650719,18.0
A01,PG04,SALESID0001,ITEM0349,201417,0,17.142857142857142,17.02698412698405,17.142857142857142
A01,PG04,SALESID0001,ITEM0349,201418,0,17.571428571428573,19.83809523809516,17.571428571428573
A01,PG04,SALESID0001,ITEM0349,201419,0,8.714285714285714,22.095238095238017,8.714285714285714
A01,PG04,SALESID0001,ITEM0349,201420,0,11.0,25.73968253968246,11.0
A01,PG04,SALESID0001,ITEM0349,201421,0,19.0,28.312698412698335,19.0
A01,PG04,SALESID0001,ITEM0349,201422,0,26.142857142857142,27.412698412698333,26.142857142857142
A01,PG04,SALESID0001,ITEM0349,201423,0,9.857142857142858,27.622222222222142,9.857142857142858
A01,PG04,SALESID0001,ITEM0349,201424,0,52.0,28.422222222222143,52.0
A01,PG04,SALESID0001,ITEM0349,201425,0,50.166666666666664,29.523809523809444,50.166666666666664
A01,PG04,SALESID0001,ITEM0349,201426,0,41.857142857142854,30.21904761904754,41.857142857142854
A01,PG04,SALESID0001,ITEM0349,201427,0,66.83333333333333,30.815873015872935,66.83333333333333
A01,PG04,SALESID0001,ITEM0349,201428,0,54.42857142857143,32.615873015872936,54.42857142857143
A01,PG04,SALESID0001,ITEM0349,201429,0,7.333333333333333,34.273015873015794,7.333333333333333
A01,PG04,SALESID0001,ITEM0349,201430,0,14.285714285714286,33.18571428571421,14.285714285714286
A01,PG04,SALESID0001,ITEM0349,201431,0,30.0,32.96666666666659,30.0
A01,PG04,SALESID0001,ITEM0349,201432,0,33.666666666666664,30.199999999999925,33.666666666666664
A01,PG04,SALESID0001,ITEM0349,201433,0,28.0,28.093650793650717,28.0
A01,PG04,SALESID0001,ITEM0349,201434,0,17.666666666666668,27.64603174603167,17.666666666666668
A01,PG04,SALESID0001,ITEM0349,201435,0,38.0,24.95238095238088,38.0
A01,PG04,SALESID0001,ITEM0349,201436,0,43.857142857142854,22.028571428571354,43.857142857142854
A01,PG04,SALESID0001,ITEM0349,201437,0,9.833333333333334,22.150793650793577,9.833333333333334
A01,PG04,SALESID0001,ITEM0349,201438,0,6.571428571428571,23.35396825396818,6.571428571428571
A01,PG04,SALESID0001,ITEM0349,201439,0,10.5,23.677777777777703,10.5
A01,PG04,SALESID0001,ITEM0349,201440,0,18.571428571428573,23.655555555555477,18.571428571428573
A01,PG04,SALESID0001,ITEM0349,201441,0,35.142857142857146,25.293650793650716,35.142857142857146
A01,PG04,SALESID0001,ITEM0349,201442,0,26.428571428571427,26.782539682539603,26.428571428571427
A01,PG04,SALESID0001,ITEM0349,201443,0,10.571428571428571,25.993650793650716,10.571428571428571
A01,PG04,SALESID0001,ITEM0349,201444,0,9.166666666666666,24.103174603174526,9.166666666666666
A01,PG04,SALESID0001,ITEM0349,201445,0,32.333333333333336,23.925396825396753,32.333333333333336
A01,PG04,SALESID0001,ITEM0349,201446,0,34.857142857142854,24.065079365079292,34.857142857142854
A01,PG04,SALESID0001,ITEM0349,201447,0,33.333333333333336,24.00952380952374,33.333333333333336
A01,PG04,SALESID0001,ITEM0349,201448,0,52.57142857142857,23.36190476190469,52.57142857142857
A01,PG04,SALESID0001,ITEM0349,201449,0,40.0,21.6746031746031,40.0
A01,PG04,SALESID0001,ITEM0349,201450,0,26.166666666666668,20.92222222222215,26.166666666666668
A01,PG04,SALESID0001,ITEM0349,201451,0,15.5,20.828571428571358,15.5
A01,PG04,SALESID0001,ITEM0349,201452,0,7.166666666666667,21.028571428571357,7.166666666666667
A01,PG04,SALESID0001,ITEM0349,201501,0,8.666666666666666,20.095238095238024,8.666666666666666
A01,PG04,SALESID0001,ITEM0349,201502,0,9.666666666666666,18.704761904761835,9.666666666666666
A01,PG04,SALESID0001,ITEM0349,201503,0,8.857142857142858,17.260317460317392,8.857142857142858
A01,PG04,SALESID0001,ITEM0349,201504,0,9.833333333333334,14.32698412698406,9.833333333333334
A01,PG04,SALESID0001,ITEM0349,201505,0,15.142857142857142,12.493650793650726,15.142857142857142
A01,PG04,SALESID0001,ITEM0349,201506,0,9.166666666666666,11.382539682539617,9.166666666666666
A01,PG04,SALESID0001,ITEM0349,201507,0,12.166666666666666,10.82698412698406,12.166666666666666
A01,PG04,SALESID0001,ITEM0349,201508,0,18.333333333333332,10.849206349206282,18.333333333333332
A01,PG04,SALESID0001,ITEM0349,201509,0,14.0,10.760317460317395,14.0
A01,PG04,SALESID0001,ITEM0349,201510,0,11.666666666666666,10.462539682539617,11.666666666666666
A01,PG04,SALESID0001,ITEM0349,201511,0,8.571428571428571,10.060952380952317,8.571428571428571
A01,PG04,SALESID0001,ITEM0349,201512,0,12.5,9.61650793650787,12.5
A01,PG04,SALESID0001,ITEM0349,201513,0,9.5,8.833650793650728,9.5
A01,PG04,SALESID0001,ITEM0349,201514,0,7.166666666666667,8.511428571428507,7.166666666666667
A01,PG04,SALESID0001,ITEM0349,201515,0,7.5,7.922539682539617,7.5
A01,PG04,SALESID0001,ITEM0349,201516,0,7.333333333333333,6.9669841269840616,7.333333333333333
A01,PG04,SALESID0001,ITEM0349,201517,0,5.2,6.266984126984061,5.2
A01,PG04,SALESID0001,ITEM0349,201518,0,2.8333333333333335,5.711428571428505,2.8333333333333335
A01,PG04,SALESID0001,ITEM0349,201519,0,3.1666666666666665,5.551111111111045,3.1666666666666665
A01,PG04,SALESID0001,ITEM0349,201520,0,3.4,5.273333333333268,3.4
A01,PG04,SALESID0001,ITEM0349,201521,0,4.333333333333333,5.162222222222156,4.333333333333333
A01,PG04,SALESID0001,ITEM0349,201522,0,3.3333333333333335,5.073333333333267,3.3333333333333335
A01,PG04,SALESID0001,ITEM0349,201523,0,4.0,4.8733333333332665,4.0
A01,PG04,SALESID0001,ITEM0349,201524,0,3.5,4.684444444444378,3.5
A01,PG04,SALESID0001,ITEM0349,201525,0,3.3333333333333335,4.604444444444378,3.3333333333333335
A01,PG04,SALESID0001,ITEM0349,201526,0,6.166666666666667,4.571111111111045,6.166666666666667
A01,PG04,SALESID0001,ITEM0349,201527,0,8.333333333333334,4.521904761904695,8.333333333333334
A01,PG04,SALESID0001,ITEM0349,201528,0,7.833333333333333,4.495238095238028,7.833333333333333
A01,PG04,SALESID0001,ITEM0349,201529,0,5.833333333333333,4.615873015872949,5.833333333333333
A01,PG04,SALESID0001,ITEM0349,201530,0,4.5,5.2380952380951715,4.5
A01,PG04,SALESID0001,ITEM0349,201531,0,4.5,5.460317460317394,4.5
A01,PG04,SALESID0001,ITEM0349,201532,0,4.0,5.549206349206282,4.0
A01,PG04,SALESID0001,ITEM0349,201533,0,2.3333333333333335,5.517460317460251,2.3333333333333335
A01,PG04,SALESID0001,ITEM0349,201534,0,2.4285714285714284,5.350793650793585,2.4285714285714284
A01,PG04,SALESID0001,ITEM0349,201535,0,3.0,5.039682539682474,3.0
A01,PG04,SALESID0001,ITEM0349,201536,0,6.142857142857143,4.728571428571363,6.142857142857143
A01,PG04,SALESID0001,ITEM0349,201537,0,12.666666666666666,4.556349206349141,12.666666666666666
A01,PG04,SALESID0001,ITEM0349,201538,0,7.333333333333333,4.956349206349142,7.333333333333333
A01,PG04,SALESID0001,ITEM0349,201539,0,4.833333333333333,5.800793650793586,4.833333333333333
A01,PG04,SALESID0001,ITEM0349,201540,0,2.857142857142857,6.448412698412634,2.857142857142857
A01,PG04,SALESID0001,ITEM0349,201541,0,3.6666666666666665,8.159523809523744,3.6666666666666665
A01,PG04,SALESID0001,ITEM0349,201542,0,3.6666666666666665,9.36428571428565,3.6666666666666665
A01,PG04,SALESID0001,ITEM0349,201543,0,3.1666666666666665,9.275396825396761,3.1666666666666665
A01,PG04,SALESID0001,ITEM0349,201544,0,3.25,8.959206349206285,3.25
A01,PG04,SALESID0001,ITEM0349,201545,0,10.5,8.234761904761841,10.5
A01,PG04,SALESID0001,ITEM0349,201546,0,17.166666666666668,7.956984126984064,17.166666666666668
A01,PG04,SALESID0001,ITEM0349,201547,0,13.714285714285714,7.834761904761843,13.714285714285714
A01,PG04,SALESID0001,ITEM0349,201548,0,28.0,7.8776190476189845,28.0
A01,PG04,SALESID0001,ITEM0349,201549,0,20.5,7.922063492063429,20.5
A01,PG04,SALESID0001,ITEM0349,201550,0,1.6666666666666667,8.010952380952316,1.6666666666666667
A01,PG04,SALESID0001,ITEM0349,201551,0,1.4,8.044285714285651,1.4
A01,PG04,SALESID0001,ITEM0349,201552,0,1.8,8.149841269841206,1.8
A01,PG04,SALESID0001,ITEM0349,201553,0,3.1666666666666665,7.738730158730094,3.1666666666666665
A01,PG04,SALESID0001,ITEM0349,201601,0,3.0,6.872063492063428,3.0
A01,PG04,SALESID0001,ITEM0349,201602,0,3.5,6.1177777777777145,3.5
A01,PG04,SALESID0001,ITEM0349,201603,0,4.333333333333333,4.539999999999936,4.333333333333333
A01,PG04,SALESID0001,ITEM0349,201604,0,5.0,3.4566666666666026,5.0
A01,PG04,SALESID0001,ITEM0349,201605,0,3.6666666666666665,3.5588888888888253,3.6666666666666665
A01,PG04,SALESID0001,ITEM0349,201606,0,4.833333333333333,3.6922222222221586,4.833333333333333
A01,PG04,SALESID0001,ITEM0349,201607,0,4.333333333333333,3.922222222222159,4.333333333333333
A01,PG04,SALESID0001,ITEM0349,201608,0,4.166666666666667,4.177777777777714,4.166666666666667
A01,PG04,SALESID0001,ITEM0349,201609,0,2.4,4.257777777777714,2.4
A01,PG04,SALESID0001,ITEM0349,201610,0,4.333333333333333,4.324444444444381,4.333333333333333
A01,PG04,SALESID0001,ITEM0349,201611,0,4.25,4.222222222222158,4.25
A01,PG04,SALESID0001,ITEM0349,201612,0,3.2,4.04444444444438,3.2
A01,PG04,SALESID0001,ITEM0349,201613,0,3.4,4.079999999999936,3.4
A01,PG04,SALESID0001,ITEM0349,201614,0,5.25,4.0377777777777135,5.25
A01,PG04,SALESID0001,ITEM0349,201615,0,7.0,3.998888888888824,7.0
A01,PG04,SALESID0001,ITEM0349,201616,0,4.2,3.93444444444438,4.2
A01,PG04,SALESID0001,ITEM0349,201617,0,4.5,3.8911111111110466,4.5
A01,PG04,SALESID0001,ITEM0349,201618,0,2.8,3.791111111111047,2.8
A01,PG04,SALESID0001,ITEM0349,201619,0,2.3333333333333335,3.8966666666666026,2.3333333333333335
A01,PG04,SALESID0001,ITEM0349,201620,0,4.2,4.083333333333269,4.2
A01,PG04,SALESID0001,ITEM0349,201621,0,4.2,3.989999999999936,4.2
A01,PG04,SALESID0001,ITEM0349,201622,0,3.75,3.706666666666602,3.75
A01,PG04,SALESID0001,ITEM0349,201623,0,3.2,3.3066666666666023,3.2
A01,PG04,SALESID0001,ITEM0349,201624,0,1.75,3.2044444444443796,1.75
A01,PG04,SALESID0001,ITEM0349,201625,0,2.8333333333333335,3.1544444444443798,2.8333333333333335
A01,PG04,SALESID0001,ITEM0349,201626,0,5.833333333333333,3.1677777777777134,5.833333333333333
A01,PG04,SALESID0001,ITEM0349,201627,0,6.0,3.2622222222221575,6.0
A01,PG04,SALESID0001,ITEM0350,201409,0,2.0,3.1155555555554906,2.0
A01,PG04,SALESID0001,ITEM0350,201410,0,1.0,3.022222222222157,1.0
A01,PG04,SALESID0001,ITEM0350,201411,0,1.0,2.90555555555549,1.0
A01,PG04,SALESID0001,ITEM0350,201412,0,2.6666666666666665,2.78555555555549,2.6666666666666665
A01,PG04,SALESID0001,ITEM0350,201413,0,3.75,2.8688888888888235,3.75
A01,PG04,SALESID0001,ITEM0350,201414,0,3.0,2.9333333333332674,3.0
A01,PG04,SALESID0001,ITEM0350,201415,0,3.75,2.7555555555554894,3.75
A01,PG04,SALESID0001,ITEM0350,201416,0,2.0,2.555555555555489,2.0
A01,PG04,SALESID0001,ITEM0350,201417,0,2.8,2.9365079365078706,2.8
A01,PG04,SALESID0001,ITEM0350,201418,0,2.0,3.4365079365078706,2.0
A01,PG04,SALESID0001,ITEM0350,201419,0,1.4,4.049841269841204,1.4
A01,PG04,SALESID0001,ITEM0350,201420,0,3.0,4.672063492063426,3.0
A01,PG04,SALESID0001,ITEM0350,201421,0,3.8,5.168730158730093,3.8
A01,PG04,SALESID0001,ITEM0350,201422,0,3.1666666666666665,5.168730158730093,3.1666666666666665
A01,PG04,SALESID0001,ITEM0350,201423,0,3.0,5.172063492063426,3.0
A01,PG04,SALESID0001,ITEM0350,201424,0,7.714285714285714,5.5720634920634255,7.714285714285714
A01,PG04,SALESID0001,ITEM0350,201425,0,8.5,5.763174603174537,8.5
A01,PG04,SALESID0001,ITEM0350,201426,0,10.2,6.018730158730093,10.2
A01,PG04,SALESID0001,ITEM0350,201427,0,12.0,6.236507936507871,12.0
A01,PG04,SALESID0001,ITEM0350,201428,0,11.2,6.4920634920634255,11.2
A01,PG04,SALESID0001,ITEM0350,201429,0,3.0,6.849841269841204,3.0
A01,PG04,SALESID0001,ITEM0350,201430,0,3.8,6.791111111111046,3.8
A01,PG04,SALESID0001,ITEM0350,201431,0,8.0,6.897777777777711,8.0
A01,PG04,SALESID0001,ITEM0350,201432,0,5.666666666666667,6.550158730158665,5.666666666666667
A01,PG04,SALESID0001,ITEM0350,201433,0,5.833333333333333,6.305714285714219,5.833333333333333
A01,PG04,SALESID0001,ITEM0350,201434,0,4.666666666666667,6.159047619047553,4.666666666666667
A01,PG04,SALESID0001,ITEM0350,201435,0,6.833333333333333,5.870158730158664,6.833333333333333
A01,PG04,SALESID0001,ITEM0350,201436,0,9.166666666666666,5.240158730158664,9.166666666666666
A01,PG04,SALESID0001,ITEM0350,201437,0,2.2857142857142856,5.2623809523808855,2.2857142857142856
A01,PG04,SALESID0001,ITEM0350,201438,0,4.6,5.48682539682533,4.6
A01,PG04,SALESID0001,ITEM0350,201439,0,2.5,5.264603174603109,2.5
A01,PG04,SALESID0001,ITEM0350,201440,0,4.833333333333333,5.2734920634919975,4.833333333333333
A01,PG04,SALESID0001,ITEM0350,201441,0,8.0,5.391269841269775,8.0
A01,PG04,SALESID0001,ITEM0350,201442,0,7.666666666666667,5.591269841269775,7.666666666666667
A01,PG04,SALESID0001,ITEM0350,201443,0,1.75,5.4801587301586645,1.75
A01,PG04,SALESID0001,ITEM0350,201444,0,3.3333333333333335,5.042380952380886,3.3333333333333335
A01,PG04,SALESID0001,ITEM0350,201445,0,7.166666666666667,4.9966666666665995,7.166666666666667
A01,PG04,SALESID0001,ITEM0350,201446,0,4.666666666666667,4.8733333333332665,4.666666666666667
A01,PG04,SALESID0001,ITEM0350,201447,0,5.8,4.884444444444378,5.8
A01,PG04,SALESID0001,ITEM0350,201448,0,7.6,4.784444444444378,7.6
A01,PG04,SALESID0001,ITEM0350,201449,0,7.666666666666667,4.527301587301521,7.666666666666667
A01,PG04,SALESID0001,ITEM0350,201450,0,5.166666666666667,4.227301587301521,5.166666666666667
A01,PG04,SALESID0001,ITEM0350,201451,0,2.6,4.310634920634855,2.6
A01,PG04,SALESID0001,ITEM0350,201452,0,1.6,4.310634920634855,1.6
A01,PG04,SALESID0001,ITEM0350,201501,0,2.75,4.139523809523744,2.75
A01,PG04,SALESID0001,ITEM0350,201502,0,2.6666666666666665,4.055079365079299,2.6666666666666665
A01,PG04,SALESID0001,ITEM0350,201503,0,3.3333333333333335,3.8150793650792996,3.3333333333333335
A01,PG04,SALESID0001,ITEM0350,201504,0,4.142857142857143,3.548412698412633,4.142857142857143
A01,PG04,SALESID0001,ITEM0350,201505,0,3.1666666666666665,3.248412698412633,3.1666666666666665
A01,PG04,SALESID0001,ITEM0350,201506,0,3.0,3.117301587301522,3.0
A01,PG04,SALESID0001,ITEM0350,201507,0,3.3333333333333335,3.0639682539681887,3.3333333333333335
A01,PG04,SALESID0001,ITEM0350,201508,0,4.6,3.090634920634855,4.6
A01,PG04,SALESID0001,ITEM0350,201509,0,3.4,3.0184126984126327,3.4
A01,PG04,SALESID0001,ITEM0350,201510,0,2.2,2.907301587301522,2.2
A01,PG04,SALESID0001,ITEM0350,201511,0,3.6,2.8184126984126325,3.6
A01,PG04,SALESID0001,ITEM0350,201512,0,3.1666666666666665,2.6311111111110455,3.1666666666666665
A01,PG04,SALESID0001,ITEM0350,201513,0,3.2,2.5311111111110454,3.2
A01,PG04,SALESID0001,ITEM0350,201514,0,1.8,2.464444444444379,1.8
A01,PG04,SALESID0001,ITEM0350,201515,0,2.0,2.3422222222221563,2.0
A01,PG04,SALESID0001,ITEM0350,201516,0,1.6666666666666667,2.248888888888823,1.6666666666666667
A01,PG04,SALESID0001,ITEM0350,201517,0,1.0,2.1555555555554897,1.0
A01,PG04,SALESID0001,ITEM0350,201518,0,2.0,2.0977777777777122,2.0
A01,PG04,SALESID0001,ITEM0350,201519,0,1.3333333333333333,2.002222222222157,1.3333333333333333
A01,PG04,SALESID0001,ITEM0350,201520,0,1.6666666666666667,2.004444444444379,1.6666666666666667
A01,PG04,SALESID0001,ITEM0350,201521,0,2.0,1.974444444444379,2.0
A01,PG04,SALESID0001,ITEM0350,201522,0,1.5,1.9988888888888234,1.5
A01,PG04,SALESID0001,ITEM0350,201523,0,3.2,2.032222222222157,3.2
A01,PG04,SALESID0001,ITEM0350,201524,0,2.0,2.0277777777777124,2.0
A01,PG04,SALESID0001,ITEM0350,201525,0,1.3333333333333333,2.044444444444379,1.3333333333333333
A01,PG04,SALESID0001,ITEM0350,201526,0,2.1666666666666665,2.0111111111110462,2.1666666666666665
A01,PG04,SALESID0001,ITEM0350,201527,0,3.2,2.0555555555554905,3.2
A01,PG04,SALESID0001,ITEM0350,201528,0,2.75,2.0666666666666016,2.75
A01,PG04,SALESID0001,ITEM0350,201529,0,2.1666666666666665,2.066666666666601,2.1666666666666665
A01,PG04,SALESID0001,ITEM0350,201530,0,2.5,2.133333333333268,2.5
A01,PG04,SALESID0001,ITEM0350,201531,0,1.6,2.053333333333268,1.6
A01,PG04,SALESID0001,ITEM0350,201532,0,1.25,2.0133333333332684,1.25
A01,PG04,SALESID0001,ITEM0350,201533,0,1.5,2.0711111111110463,1.5
A01,PG04,SALESID0001,ITEM0350,201534,0,2.0,2.059999999999935,2.0
A01,PG04,SALESID0001,ITEM0350,201535,0,1.8333333333333333,1.9633333333332683,1.8333333333333333
A01,PG04,SALESID0001,ITEM0350,201536,0,2.0,1.8966666666666017,2.0
A01,PG04,SALESID0001,ITEM0350,201537,0,2.5,1.9077777777777127,2.5
A01,PG04,SALESID0001,ITEM0350,201538,0,2.0,1.9277777777777128,2.0
A01,PG04,SALESID0001,ITEM0350,201539,0,1.4,2.021111111111046,1.4
A01,PG04,SALESID0001,ITEM0350,201540,0,2.2,2.191111111111046,2.2
A01,PG04,SALESID0001,ITEM0350,201541,0,2.0,2.4911111111110458,2.0
A01,PG04,SALESID0001,ITEM0350,201542,0,1.75,2.6777777777777123,1.75
A01,PG04,SALESID0001,ITEM0350,201543,0,1.75,2.6555555555554897,1.75
A01,PG04,SALESID0001,ITEM0350,201544,0,2.3333333333333335,2.602222222222157,2.3333333333333335
A01,PG04,SALESID0001,ITEM0350,201545,0,2.8,2.502222222222157,2.8
A01,PG04,SALESID0001,ITEM0350,201546,0,3.0,2.502222222222157,3.0
A01,PG04,SALESID0001,ITEM0350,201547,0,3.8,2.5922222222221567,3.8
A01,PG04,SALESID0001,ITEM0350,201548,0,6.0,2.678888888888823,6.0
A01,PG04,SALESID0001,ITEM0350,201549,0,4.8,2.7011111111110457,4.8
A01,PG04,SALESID0001,ITEM0350,201550,0,1.5,2.7444444444443787,1.5
A01,PG04,SALESID0001,ITEM0350,201551,0,1.2,2.8111111111110456,1.2
A01,PG04,SALESID0001,ITEM0350,201552,0,1.0,2.7722222222221564,1.0
A01,PG04,SALESID0001,ITEM0350,201553,0,2.0,2.752222222222157,2.0
A01,PG04,SALESID0001,ITEM0350,201601,0,2.75,2.752222222222157,2.75
A01,PG04,SALESID0001,ITEM0350,201602,0,3.5,2.6544444444443793,3.5
A01,PG04,SALESID0001,ITEM0350,201603,0,2.3333333333333335,2.3544444444443795,2.3333333333333335
A01,PG04,SALESID0001,ITEM0350,201604,0,2.4,2.1844444444443796,2.4
A01,PG04,SALESID0001,ITEM0350,201605,0,2.75,2.2677777777777126,2.75
A01,PG04,SALESID0001,ITEM0350,201606,0,1.75,2.3544444444443795,1.75
A01,PG04,SALESID0001,ITEM0350,201607,0,2.5,2.509999999999935,2.5
A01,PG04,SALESID0001,ITEM0350,201608,0,3.0,2.509999999999935,3.0
A01,PG04,SALESID0001,ITEM0350,201609,0,2.3333333333333335,2.4733333333332683,2.3333333333333335
A01,PG04,SALESID0001,ITEM0350,201610,0,1.5,2.3233333333332684,1.5
A01,PG04,SALESID0001,ITEM0350,201611,0,2.25,2.2844444444443797,2.25
A01,PG04,SALESID0001,ITEM0350,201612,0,2.75,2.1911111111110464,2.75
A01,PG04,SALESID0001,ITEM0350,201613,0,2.5,2.1244444444443795,2.5
A01,PG04,SALESID0001,ITEM0350,201614,0,3.3333333333333335,2.096666666666602,3.3333333333333335
A01,PG04,SALESID0001,ITEM0350,201615,0,2.0,2.0299999999999354,2.0
A01,PG04,SALESID0001,ITEM0350,201616,0,2.2,1.9766666666666022,2.2
A01,PG04,SALESID0001,ITEM0350,201617,0,1.25,1.9099999999999355,1.25
A01,PG04,SALESID0001,ITEM0350,201618,0,1.75,1.9433333333332687,1.75
A01,PG04,SALESID0001,ITEM0350,201619,0,1.0,1.9488888888888243,1.0
A01,PG04,SALESID0001,ITEM0350,201620,0,1.75,1.9099999999999355,1.75
A01,PG04,SALESID0001,ITEM0350,201621,0,1.3333333333333333,1.8099999999999354,1.3333333333333333
A01,PG04,SALESID0001,ITEM0350,201622,0,1.5,1.65444444444438,1.5
A01,PG04,SALESID0001,ITEM0350,201623,0,2.2,1.5877777777777133,2.2
A01,PG04,SALESID0001,ITEM0350,201624,0,1.3333333333333333,1.5077777777777135,1.3333333333333333
A01,PG04,SALESID0001,ITEM0350,201625,0,2.0,1.4911111111110467,2.0
A01,PG04,SALESID0001,ITEM0350,201626,0,2.3333333333333335,1.4411111111110466,2.3333333333333335
A01,PG04,SALESID0001,ITEM0350,201627,0,2.1666666666666665,1.4411111111110466,2.1666666666666665
A01,PG04,SALESID0001,ITEM0351,201410,0,1.0,1.3911111111110468,1.0
A01,PG04,SALESID0001,ITEM0351,201411,0,1.0,1.3688888888888247,1.0
A01,PG04,SALESID0001,ITEM0351,201412,0,1.0,1.3355555555554912,1.0
A01,PG04,SALESID0001,ITEM0351,201413,0,1.0,1.322222222222158,1.0
A01,PG04,SALESID0001,ITEM0351,201414,0,1.0,1.3666666666666025,1.0
A01,PG04,SALESID0001,ITEM0351,201415,0,1.0,1.2999999999999359,1.0
A01,PG04,SALESID0001,ITEM0351,201416,0,1.0,1.211111111111047,1.0
A01,PG04,SALESID0001,ITEM0351,201417,0,1.0,1.1666666666666026,1.0
A01,PG04,SALESID0001,ITEM0351,201419,0,1.0,1.1666666666666026,1.0
A01,PG04,SALESID0001,ITEM0351,201424,0,1.0,1.1666666666666026,1.0
A01,PG04,SALESID0001,ITEM0351,201426,0,2.0,1.1666666666666026,2.0
A01,PG04,SALESID0001,ITEM0351,201427,0,2.0,1.1666666666666026,2.0
A01,PG04,SALESID0001,ITEM0351,201428,0,1.0,1.1666666666666026,1.0
A01,PG04,SALESID0001,ITEM0351,201431,0,1.0,1.1666666666666026,1.0
